inventory_category_id,category_name,category_type,parent_category_name,parent_category_type,asset_tag,name,description,serial_number,status,quantity,unit,location,assigned_to_user_id,metadata,purchased_at,warranty_expires_at
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0127,Keyboard - PC21,ACER,148048D9K801,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC21"",""raw_value"":""ACER 148048D9K801"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0153,Keyboard - PC21,ACER,2028037EK701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC21"",""raw_value"":""ACER 2028037EK701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0178,Keyboard - PC21,ACER,202803F37EK701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC21"",""raw_value"":""ACER 202803F37EK701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0030,Keyboard - PC22,ACER,14804A1DK801,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER 14804A1DK801"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0061,Keyboard - PC22,ACER,14804A1DK801,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER 14804A1DK801"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0097,Keyboard - PC22,ACER,DKUSB1B0DL14804A56K801,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER DKUSB1B0DL14804A56K801"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0128,Keyboard - PC22,ACER,148048E0K801,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER 148048E0K801"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0154,Keyboard - PC22,ACER,2028038EK701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER 2028038EK701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0179,Keyboard - PC22,ACER,202803F38EK701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC22"",""raw_value"":""ACER 202803F38EK701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0031,Keyboard - PC23,ACER,14804003K801,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER 14804003K801"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0062,Keyboard - PC23,ACER,14804003K801,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER 14804003K801"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0098,Keyboard - PC23,ACER,DKUSB1P02D2028172EK701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER DKUSB1P02D2028172EK701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0129,Keyboard - PC23,ACER,14804C05K801,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER 14804C05K801"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0155,Keyboard - PC23,ACER,202803B2K701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER 202803B2K701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0180,Keyboard - PC23,ACER,202803F3B2K701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC23"",""raw_value"":""ACER 202803F3B2K701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0032,Keyboard - PC24,ACER,14804006K801,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER 14804006K801"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0063,Keyboard - PC24,ACER,14804006K801,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER 14804006K801"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0099,Keyboard - PC24,ACER,DKUSB1P02D202816FBK701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER DKUSB1P02D202816FBK701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0130,Keyboard - PC24,ACER,14804139K801,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER 14804139K801"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0156,Keyboard - PC24,ACER,2028038CK701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER 2028038CK701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0181,Keyboard - PC24,ACER,202803F38CK701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC24"",""raw_value"":""ACER 202803F38CK701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0033,Keyboard - PC25,ACER,14804AD0K801,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER 14804AD0K801"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0064,Keyboard - PC25,ACER,1480489BK801,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER 1480489BK801"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0100,Keyboard - PC25,ACER,DKUSB1P02D2028162CK701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER DKUSB1P02D2028162CK701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0131,Keyboard - PC25,ACER,14804BFAK801,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER 14804BFAK801"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0157,Keyboard - PC25,ACER,20280387K701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER 20280387K701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0182,Keyboard - PC25,ACER,202803F387K701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC25"",""raw_value"":""ACER 202803F387K701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0034,Keyboard - PC26,B2S2k05E3,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC26"",""raw_value"":""B2S2k05E3"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0065,Keyboard - PC26,B256K05D3,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC26"",""raw_value"":""B256K05D3"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0101,Keyboard - PC26,B254V0A68,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC26"",""raw_value"":""B254V0A68"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0132,Keyboard - PC26,B256E0240,,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC26"",""raw_value"":""B256E0240"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0035,Keyboard - PC27,B256E023E,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC27"",""raw_value"":""B256E023E"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0066,Keyboard - PC27,B256E01F1,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC27"",""raw_value"":""B256E01F1"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0102,Keyboard - PC27,B256V0ABF,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC27"",""raw_value"":""B256V0ABF"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0036,Keyboard - PC28,B256E01EF,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC28"",""raw_value"":""B256E01EF"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0067,Keyboard - PC28,B256E0214,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC28"",""raw_value"":""B256E0214"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0103,Keyboard - PC28,B254V0A8D,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC28"",""raw_value"":""B254V0A8D"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0037,Keyboard - PC29,B256E022C,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC29"",""raw_value"":""B256E022C"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0068,Keyboard - PC29,B256E0191,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC29"",""raw_value"":""B256E0191"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0104,Keyboard - PC29,B256905DD,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC29"",""raw_value"":""B256905DD"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0038,Keyboard - PC30,B254V0A7C,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC30"",""raw_value"":""B254V0A7C"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0069,Keyboard - PC30,B256E0421,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC30"",""raw_value"":""B256E0421"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0105,Keyboard - PC30,B25690SEB,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC30"",""raw_value"":""B25690SEB"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0039,Keyboard - PC31,B254P0A8C,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC31"",""raw_value"":""B254P0A8C"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0070,Keyboard - PC31,B256E0236,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC31"",""raw_value"":""B256E0236"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0106,Keyboard - PC31,B256E021F,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC31"",""raw_value"":""B256E021F"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0071,Keyboard - PC32,B256E021A,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC32"",""raw_value"":""B256E021A"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0072,Keyboard - PC33,B256E0224,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC33"",""raw_value"":""B256E0224"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0073,Keyboard - PC34,B256E021A,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC34"",""raw_value"":""B256E021A"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0074,Keyboard - PC35,B256E0216,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC35"",""raw_value"":""B256E0216"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0075,Keyboard - PC36,B256E021C,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC36"",""raw_value"":""B256E021C"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0003,Keyboard A4Tech,A4Tech,"PH1802058788, PH1802058786",available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0005,Keyboard Acer,Acer,V1706006LE614251,available,1,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0004,"Keyboard Acer, FLC Key-00025","Acer, FLC Key-00025",,available,1,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0001,Keyboard Logitech / Black,Logitech / Black,D61010013544,available,1,unit,SHoJ Control Room,,"{""source_file"":""control room(1).docx"",""source_files"":[""control room(1).docx""],""raw_remarks"":[""Functional""]}",,
,Keyboard,asset,Computer Peripheral,asset_group,KEYBOARD-0008,Keyboard/Mouse A4Tech KK-3330,A4Tech KK-3330,,available,1,unit,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2023-09-01,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0008,LCD PROJECTOR,EPSON EB-S18 H552C,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""NONE"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0009,LCD PROJECTOR,Epson EB-S31,WDWK5600939,available,1,unit,LR 102 Programming & Web Development Lab,,"{""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0010,LCD PROJECTOR,EPSON EB-S18 H552C,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""NONE"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0011,LCD PROJECTOR,Epson EB-S31,WDWK7202881,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0012,LCD PROJECTOR,EPSON EB-S31,WDWK5500939,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""NONE"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0013,LCD PROJECTOR,EPSON,WDWK5500523,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""NONE"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0005,Monitor Acer,Acer,MMLX3SS001313B2B64220,available,1,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0004,Monitor LG E1941TX,LG E1941TX,"104INUB91630, 1031ND84538",available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0006,Monitor Lenovo,Lenovo,"V5251408, V5251422",available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0003,Monitor View Sonic,View Sonic,"T6Q131341113, TGQ131341800",available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0002,Samsung Monitor LCD / Black,LCD / Black,ZZS8H4TH9,available,1,unit,Data Center,,"{""source_file"":""data center(1).docx"",""source_files"":[""data center(1).docx""],""raw_remarks"":[""Functional""]}",,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0007,View Sonic Monitor VA2215-h Series,VA2215-h Series,WNK232322083,available,1,unit,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2023-09-01,
,Monitor,asset,Computer Peripheral,asset_group,MONITOR-0001,Viewsonic Monitor LCD / Black,LCD / Black,T6Q131341520,available,1,unit,SHoJ Control Room,,"{""source_file"":""control room(1).docx"",""source_files"":[""control room(1).docx""],""raw_remarks"":[""Functional""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0005,A4TECH Mouse Black,Black,,available,1,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0002,Acer Mouse Black and Gray,Black and Gray,HC547080YYC,available,1,unit,Data Center,,"{""source_file"":""data center(1).docx"",""source_files"":[""data center(1).docx""],""raw_remarks"":[""Functional""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0006,Mouse - PC01,ACER,15104544K701,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER 15104544K701"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0037,Mouse - PC01,ACER,15103AA9K701,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER 15103AA9K701"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0073,Mouse - PC01,ACER,DC1121100715103A09K701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER DC1121100715103A09K701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0104,Mouse - PC01,ACER,15103A87K701,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER 15103A87K701"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0130,Mouse - PC01,ACER,15103002K701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER 15103002K701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0156,Mouse - PC01,ACER,15102FF1K701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER 15102FF1K701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0007,Mouse - PC02,ACER,15104551K701,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER 15104551K701"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0038,Mouse - PC02,ACER,15103A92K701,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER 15103A92K701"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0074,Mouse - PC02,ACER,DC11211007151045C3K701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER DC11211007151045C3K701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0105,Mouse - PC02,ACER,15103ACAK701,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER 15103ACAK701"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0131,Mouse - PC02,ACER,151022DEK701,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER 151022DEK701"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0157,Mouse - PC02,ACER,1510FE4EK701,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER 1510FE4EK701"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0008,Mouse - PC03,ACER,15104548K701,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER 15104548K701"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0039,Mouse - PC03,ACER,15103951K701,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER 15103951K701"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0075,Mouse - PC03,ACER,DC1121100715103A89K701,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER DC1121100715103A89K701"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Mouse,asset,Computer Peripheral,asset_group,MOUSE-0106,Mouse - PC03,ACER,15103AA8K701,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER 15103AA8K701"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
